ID,SETUP,PUNCH,PIADA,len_setup,len_punch,len_piadas,ratio_setup_punch,setup_limpo,punch_limpo,n_palavras_setup,n_palavras_punch,carac_nao_alfab_setup,carac_nao_alfab_punch,tem_pergunta,tem_dialogo,diversidade_lexical
349,"O Manuel estava a tentar plantar uma horta. A Maria chega e pergunta: - Ó Manuel, já cresceu alguma coisa?"," - Ainda não, Maria, mas estou a regar com esperança!","O Manuel estava a tentar plantar uma horta. A Maria chega e pergunta: - Ó Manuel, já cresceu alguma coisa? - Ainda não, Maria, mas estou a regar com esperança!",106,53,159,1.962962962962963,o manuel estava a tentar plantar uma horta. a maria chega e pergunta - o manuel ja cresceu alguma coisa?,- ainda nao maria mas estou a regar com esperanca!,20,10,3,2,True,True,0.8095238095238095
350,"O português vai ao médico e reclama: - Doutor, acho que estou com febre! - Febre, senhor?"," - Sim, toda vez que vejo a minha sogra, fico quente!","O português vai ao médico e reclama: - Doutor, acho que estou com febre! - Febre, senhor? - Sim, toda vez que vejo a minha sogra, fico quente!",89,53,142,1.6481481481481481,o portugues vai ao medico e reclama - doutor acho que estou com febre! - febre senhor?,- sim toda vez que vejo a minha sogra fico quente!,17,11,4,2,True,True,0.8888888888888888
351,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um museu! - E aprendeste alguma coisa, Joaquim?"," - Aprendi que não devo tocar nas coisas antigas, mesmo que sejam bonitas!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um museu! - E aprendeste alguma coisa, Joaquim? - Aprendi que não devo tocar nas coisas antigas, mesmo que sejam bonitas!",117,74,191,1.56,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um museu! - e aprendeste alguma coisa joaquim?,- aprendi que nao devo tocar nas coisas antigas mesmo que sejam bonitas!,22,13,4,2,True,True,0.782608695652174
352,"O português entra numa loja de roupas e pergunta: - Ó senhor, tem casaco que esquenta? - Tem sim, senhor. - E tem casaco que esfria também? - Não, senhor."," - Então leva o que esquenta, que eu já estou frio de tanto pagar contas!","O português entra numa loja de roupas e pergunta: - Ó senhor, tem casaco que esquenta? - Tem sim, senhor. - E tem casaco que esfria também? - Não, senhor. - Então leva o que esquenta, que eu já estou frio de tanto pagar contas!",154,73,227,2.081081081081081,o portugues entra numa loja de roupas e pergunta - o senhor tem casaco que esquenta? - tem sim senhor. - e tem casaco que esfria tambem? - nao senhor.,- entao leva o que esquenta que eu ja estou frio de tanto pagar contas!,30,15,8,2,True,True,0.6451612903225806
353,"O Manuel estava a tentar consertar a máquina de lavar. A Maria chega e pergunta: - Ó Manuel, já consertaste a máquina?"," - Ainda não, Maria, ela lava, mas agora canta ópera!","O Manuel estava a tentar consertar a máquina de lavar. A Maria chega e pergunta: - Ó Manuel, já consertaste a máquina? - Ainda não, Maria, ela lava, mas agora canta ópera!",118,53,171,2.185185185185185,o manuel estava a tentar consertar a maquina de lavar. a maria chega e pergunta - o manuel ja consertaste a maquina?,- ainda nao maria ela lava mas agora canta opera!,22,10,3,2,True,True,0.7391304347826086
354,"O português vai ao cinema e pergunta: - Ó senhor, este filme é de terror? - É sim, senhor."," - Então me dá um bilhete, mas com assento perto da saída!","O português vai ao cinema e pergunta: - Ó senhor, este filme é de terror? - É sim, senhor. - Então me dá um bilhete, mas com assento perto da saída!",90,58,148,1.5254237288135593,o portugues vai ao cinema e pergunta - o senhor este filme e de terror? - e sim senhor.,- entao me da um bilhete mas com assento perto da saida!,19,12,4,2,True,True,0.75
355,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um tablet! - E já usaste, Joaquim?"," - Tentei, mas ele não dissolve na água!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um tablet! - E já usaste, Joaquim? - Tentei, mas ele não dissolve na água!",100,40,140,2.4390243902439024,o joaquim estava a contar para o manuel - sabes manuel comprei um tablet! - e ja usaste joaquim?,- tentei mas ele nao dissolve na agua!,19,8,4,2,True,True,0.8
356,"O português entra numa loja de animais e pergunta: - Ó senhor, este cão é fiel? - Fiel, senhor, ele nunca abandona o dono!"," - Ótimo, porque eu já fui abandonado pela minha carteira!","O português entra numa loja de animais e pergunta: - Ó senhor, este cão é fiel? - Fiel, senhor, ele nunca abandona o dono! - Ótimo, porque eu já fui abandonado pela minha carteira!",122,58,180,2.0677966101694913,o portugues entra numa loja de animais e pergunta - o senhor este cao e fiel? - fiel senhor ele nunca abandona o dono!,- otimo porque eu ja fui abandonado pela minha carteira!,24,10,4,2,True,True,0.76
357,"O Manuel estava a tentar aprender a dançar. A Maria chega e pergunta: - Ó Manuel, já aprendeste a dançar?"," - Ainda não, Maria, mas já sei tropeçar com estilo!","O Manuel estava a tentar aprender a dançar. A Maria chega e pergunta: - Ó Manuel, já aprendeste a dançar? - Ainda não, Maria, mas já sei tropeçar com estilo!",105,52,157,1.9811320754716981,o manuel estava a tentar aprender a dancar. a maria chega e pergunta - o manuel ja aprendeste a dancar?,- ainda nao maria mas ja sei tropecar com estilo!,20,10,3,2,True,True,0.7142857142857143
358,"O português vai ao médico e reclama: - Doutor, acho que estou com problema de audição! - Por quê, senhor?", - Porque ouço vozes dizendo que devo dinheiro!,"O português vai ao médico e reclama: - Doutor, acho que estou com problema de audição! - Por quê, senhor? - Porque ouço vozes dizendo que devo dinheiro!",105,47,152,2.1875,o portugues vai ao medico e reclama - doutor acho que estou com problema de audicao! - por que senhor?,- porque ouco vozes dizendo que devo dinheiro!,20,8,4,2,True,True,0.8571428571428571
359,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma praia deserta! - E gostaste, Joaquim?"," - Gostei, mas agora estou a procurar onde deixei o carro!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma praia deserta! - E gostaste, Joaquim? - Gostei, mas agora estou a procurar onde deixei o carro!",111,58,169,1.88135593220339,o joaquim estava a contar para o manuel - sabes manuel ontem fui a uma praia deserta! - e gostaste joaquim?,- gostei mas agora estou a procurar onde deixei o carro!,21,11,4,2,True,True,0.7727272727272727
360,"O português entra numa livraria e pergunta: - Ó senhor, tem livro para aprender a voar? - Voar, senhor?"," - Sim, que eu quero economizar na passagem de avião!","O português entra numa livraria e pergunta: - Ó senhor, tem livro para aprender a voar? - Voar, senhor? - Sim, que eu quero economizar na passagem de avião!",103,53,156,1.9074074074074074,o portugues entra numa livraria e pergunta - o senhor tem livro para aprender a voar? - voar senhor?,- sim que eu quero economizar na passagem de aviao!,19,10,4,2,True,True,0.85
361,"O Manuel estava a tentar consertar o ventilador. A Maria chega e pergunta: - Ó Manuel, já consertaste o ventilador?"," - Ainda não, Maria, ele gira, mas agora só faz vento quente!","O Manuel estava a tentar consertar o ventilador. A Maria chega e pergunta: - Ó Manuel, já consertaste o ventilador? - Ainda não, Maria, ele gira, mas agora só faz vento quente!",115,61,176,1.8548387096774193,o manuel estava a tentar consertar o ventilador. a maria chega e pergunta - o manuel ja consertaste o ventilador?,- ainda nao maria ele gira mas agora so faz vento quente!,20,12,3,2,True,True,0.7142857142857143
362,"O português vai ao banco e pergunta: - Ó senhor, posso pegar um empréstimo? - Pode, senhor, mas precisa de garantias.", - Garantias? Eu garanto que não vou pagar!,"O português vai ao banco e pergunta: - Ó senhor, posso pegar um empréstimo? - Pode, senhor, mas precisa de garantias. - Garantias? Eu garanto que não vou pagar!",117,43,160,2.659090909090909,o portugues vai ao banco e pergunta - o senhor posso pegar um emprestimo? - pode senhor mas precisa de garantias.,- garantias? eu garanto que nao vou pagar!,21,8,4,3,True,True,0.8181818181818182
363,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um GPS! - E funciona bem, Joaquim?"," - Funciona, mas ele insiste em me levar para o caminho errado!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um GPS! - E funciona bem, Joaquim? - Funciona, mas ele insiste em me levar para o caminho errado!",100,63,163,1.5625,o joaquim estava a contar para o manuel - sabes manuel comprei um gps! - e funciona bem joaquim?,- funciona mas ele insiste em me levar para o caminho errado!,19,12,4,2,True,True,0.8
364,"O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para dor de cotovelo? - Dor de cotovelo, senhor?"," - Sim, desde que a Maria me deixou, o cotovelo não para de doer!","O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para dor de cotovelo? - Dor de cotovelo, senhor? - Sim, desde que a Maria me deixou, o cotovelo não para de doer!",116,65,181,1.7575757575757576,o portugues entra numa farmacia e pergunta - o senhor tem remedio para dor de cotovelo? - dor de cotovelo senhor?,- sim desde que a maria me deixou o cotovelo nao para de doer!,21,14,4,2,True,True,0.7727272727272727
365,"O Manuel estava a tentar aprender a dirigir. A Maria chega e pergunta: - Ó Manuel, já aprendeste a dirigir?"," - Quase, Maria, só falta aprender a não bater no poste!","O Manuel estava a tentar aprender a dirigir. A Maria chega e pergunta: - Ó Manuel, já aprendeste a dirigir? - Quase, Maria, só falta aprender a não bater no poste!",107,56,163,1.8771929824561404,o manuel estava a tentar aprender a dirigir. a maria chega e pergunta - o manuel ja aprendeste a dirigir?,- quase maria so falta aprender a nao bater no poste!,20,11,3,2,True,True,0.7142857142857143
366,"O português vai ao restaurante e pergunta: - Ó garçom, esta salada é orgânica? - Orgânica, senhor.", - Então por que tem um inseto orgânico andando nela?,"O português vai ao restaurante e pergunta: - Ó garçom, esta salada é orgânica? - Orgânica, senhor. - Então por que tem um inseto orgânico andando nela?",98,53,151,1.8148148148148149,o portugues vai ao restaurante e pergunta - o garcom esta salada e organica? - organica senhor.,- entao por que tem um inseto organico andando nela?,17,10,4,2,True,True,0.7777777777777778
367,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um show de mágica! - E gostaste, Joaquim?"," - Gostei, mas o mágico fez a minha carteira desaparecer!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um show de mágica! - E gostaste, Joaquim? - Gostei, mas o mágico fez a minha carteira desaparecer!",111,57,168,1.9137931034482758,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um show de magica! - e gostaste joaquim?,- gostei mas o magico fez a minha carteira desaparecer!,22,10,4,2,True,True,0.782608695652174
368,"O português entra numa loja de eletrônicos e pergunta: - Ó senhor, este rádio toca música clássica?"," - Toca sim, senhor. - E toca música moderna? - Toca também. - Então leva, que eu gosto de tudo, menos de pagar!","O português entra numa loja de eletrônicos e pergunta: - Ó senhor, este rádio toca música clássica? - Toca sim, senhor. - E toca música moderna? - Toca também. - Então leva, que eu gosto de tudo, menos de pagar!",99,112,211,0.8761061946902655,o portugues entra numa loja de eletronicos e pergunta - o senhor este radio toca musica classica?,- toca sim senhor. - e toca musica moderna? - toca tambem. - entao leva que eu gosto de tudo menos de pagar!,17,23,2,8,True,True,0.8888888888888888
369,"O Manuel estava a tentar consertar a porta. A Maria chega e pergunta: - Ó Manuel, já consertaste a porta?"," - Ainda não, Maria, ela abre, mas só para o lado errado!","O Manuel estava a tentar consertar a porta. A Maria chega e pergunta: - Ó Manuel, já consertaste a porta? - Ainda não, Maria, ela abre, mas só para o lado errado!",105,57,162,1.8103448275862069,o manuel estava a tentar consertar a porta. a maria chega e pergunta - o manuel ja consertaste a porta?,- ainda nao maria ela abre mas so para o lado errado!,20,12,3,2,True,True,0.7142857142857143
370,"O português vai ao médico e reclama: - Doutor, acho que estou com amnésia! - Amnésia, senhor? E quando começou?"," - Começou quando, doutor?","O português vai ao médico e reclama: - Doutor, acho que estou com amnésia! - Amnésia, senhor? E quando começou? - Começou quando, doutor?",111,26,137,4.111111111111111,o portugues vai ao medico e reclama - doutor acho que estou com amnesia! - amnesia senhor? e quando comecou?,- comecou quando doutor?,20,4,5,2,True,True,0.8571428571428571
371,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um cavalo de corrida! - E já correu, Joaquim?"," - Correu, mas perdeu para a tartaruga!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um cavalo de corrida! - E já correu, Joaquim? - Correu, mas perdeu para a tartaruga!",111,39,150,2.775,o joaquim estava a contar para o manuel - sabes manuel comprei um cavalo de corrida! - e ja correu joaquim?,- correu mas perdeu para a tartaruga!,21,7,4,2,True,True,0.8181818181818182
372,"O português entra numa loja de brinquedos e pergunta: - Ó senhor, este brinquedo é seguro? - Seguro, senhor, é à prova de crianças!"," - Então não presta, que eu sou pior que criança!","O português entra numa loja de brinquedos e pergunta: - Ó senhor, este brinquedo é seguro? - Seguro, senhor, é à prova de crianças! - Então não presta, que eu sou pior que criança!",131,49,180,2.62,o portugues entra numa loja de brinquedos e pergunta - o senhor este brinquedo e seguro? - seguro senhor e a prova de criancas!,- entao nao presta que eu sou pior que crianca!,24,10,4,2,True,True,0.72
373,"O Manuel estava a tentar aprender a cozinhar. A Maria chega e pergunta: - Ó Manuel, o que estás a fazer?"," - Estou a tentar fazer um arroz, Maria, mas ele virou mingau!","O Manuel estava a tentar aprender a cozinhar. A Maria chega e pergunta: - Ó Manuel, o que estás a fazer? - Estou a tentar fazer um arroz, Maria, mas ele virou mingau!",104,62,166,1.6507936507936507,o manuel estava a tentar aprender a cozinhar. a maria chega e pergunta - o manuel o que estas a fazer?,- estou a tentar fazer um arroz maria mas ele virou mingau!,21,12,3,2,True,True,0.6818181818181818
374,"O português vai ao oftalmologista e diz: - Doutor, acho que estou a ver dobrado! - Dobrado, senhor?"," - Sim, vi a conta do restaurante e parecia o dobro do preço!","O português vai ao oftalmologista e diz: - Doutor, acho que estou a ver dobrado! - Dobrado, senhor? - Sim, vi a conta do restaurante e parecia o dobro do preço!",99,61,160,1.596774193548387,o portugues vai ao oftalmologista e diz - doutor acho que estou a ver dobrado! - dobrado senhor?,- sim vi a conta do restaurante e parecia o dobro do preco!,18,13,4,2,True,True,0.8947368421052632
375,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um zoológico! - E viste o quê, Joaquim?"," - Vi um leão, mas ele estava a dormir, então fui eu que rugi!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um zoológico! - E viste o quê, Joaquim? - Vi um leão, mas ele estava a dormir, então fui eu que rugi!",109,62,171,1.7301587301587302,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um zoologico! - e viste o que joaquim?,- vi um leao mas ele estava a dormir entao fui eu que rugi!,22,14,4,2,True,True,0.7391304347826086
376,"O português entra numa padaria e pergunta: - Ó senhor, este pão é sem glúten? - Sem glúten, senhor. - E sem preço também? - Não, senhor."," - Então deixa, que eu sou alérgico a preços!","O português entra numa padaria e pergunta: - Ó senhor, este pão é sem glúten? - Sem glúten, senhor. - E sem preço também? - Não, senhor. - Então deixa, que eu sou alérgico a preços!",136,45,181,2.9565217391304346,o portugues entra numa padaria e pergunta - o senhor este pao e sem gluten? - sem gluten senhor. - e sem preco tambem? - nao senhor.,- entao deixa que eu sou alergico a precos!,27,9,8,2,True,True,0.6428571428571429
377,"O Manuel estava a tentar consertar o computador. A Maria chega e pergunta: - Ó Manuel, já consertaste o computador?"," - Ainda não, Maria, ele trava mais que eu no trânsito!","O Manuel estava a tentar consertar o computador. A Maria chega e pergunta: - Ó Manuel, já consertaste o computador? - Ainda não, Maria, ele trava mais que eu no trânsito!",115,55,170,2.0535714285714284,o manuel estava a tentar consertar o computador. a maria chega e pergunta - o manuel ja consertaste o computador?,- ainda nao maria ele trava mais que eu no transito!,20,11,3,2,True,True,0.7142857142857143
378,"O português vai ao médico e reclama: - Doutor, acho que estou com pressão alta! - Pressão alta, senhor?"," - Sim, toda vez que vejo a minha sogra, a pressão sobe!","O português vai ao médico e reclama: - Doutor, acho que estou com pressão alta! - Pressão alta, senhor? - Sim, toda vez que vejo a minha sogra, a pressão sobe!",103,56,159,1.8070175438596492,o portugues vai ao medico e reclama - doutor acho que estou com pressao alta! - pressao alta senhor?,- sim toda vez que vejo a minha sogra a pressao sobe!,19,12,4,2,True,True,0.85
379,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um barco! - E já navegaste, Joaquim?"," - Tentei, mas ele insiste em ficar na garagem!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um barco! - E já navegaste, Joaquim? - Tentei, mas ele insiste em ficar na garagem!",102,47,149,2.125,o joaquim estava a contar para o manuel - sabes manuel comprei um barco! - e ja navegaste joaquim?,- tentei mas ele insiste em ficar na garagem!,19,9,4,2,True,True,0.8
380,"O português entra numa loja de roupas e pergunta: - Ó senhor, tem calça que não desbota? - Tem sim, senhor."," - Ótimo, porque as minhas desbotam só de olhar para a conta!","O português entra numa loja de roupas e pergunta: - Ó senhor, tem calça que não desbota? - Tem sim, senhor. - Ótimo, porque as minhas desbotam só de olhar para a conta!",107,61,168,1.7258064516129032,o portugues entra numa loja de roupas e pergunta - o senhor tem calca que nao desbota? - tem sim senhor.,- otimo porque as minhas desbotam so de olhar para a conta!,21,12,4,2,True,True,0.8181818181818182
381,"O Manuel estava a tentar aprender a pintar. A Maria chega e pergunta: - Ó Manuel, já pintaste alguma coisa?"," - Pintei, Maria, mas a parede disse que prefere ser branca!","O Manuel estava a tentar aprender a pintar. A Maria chega e pergunta: - Ó Manuel, já pintaste alguma coisa? - Pintei, Maria, mas a parede disse que prefere ser branca!",107,60,167,1.7540983606557377,o manuel estava a tentar aprender a pintar. a maria chega e pergunta - o manuel ja pintaste alguma coisa?,- pintei maria mas a parede disse que prefere ser branca!,20,11,3,2,True,True,0.7619047619047619
382,"O português vai ao restaurante e pergunta: - Ó garçom, este prato é picante? - Não, senhor, é suave.", - Suave? Então por que estou a suar só de olhar para ele?,"O português vai ao restaurante e pergunta: - Ó garçom, este prato é picante? - Não, senhor, é suave. - Suave? Então por que estou a suar só de olhar para ele?",100,58,158,1.694915254237288,o portugues vai ao restaurante e pergunta - o garcom este prato e picante? - nao senhor e suave.,- suave? entao por que estou a suar so de olhar para ele?,19,13,4,3,True,True,0.75
383,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um karaoke! - E cantaste bem, Joaquim?"," - Cantei, mas o microfone pediu para eu parar!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um karaoke! - E cantaste bem, Joaquim? - Cantei, mas o microfone pediu para eu parar!",108,47,155,2.25,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um karaoke! - e cantaste bem joaquim?,- cantei mas o microfone pediu para eu parar!,21,9,4,2,True,True,0.7727272727272727
384,"O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para stress? - Tem sim, senhor."," - Ótimo, porque estou stressado de tanto procurar remédio!","O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para stress? - Tem sim, senhor. - Ótimo, porque estou stressado de tanto procurar remédio!",99,59,158,1.65,o portugues entra numa farmacia e pergunta - o senhor tem remedio para stress? - tem sim senhor.,- otimo porque estou stressado de tanto procurar remedio!,18,9,4,2,True,True,0.7894736842105263
385,"O Manuel estava a tentar consertar a lâmpada. A Maria chega e pergunta: - Ó Manuel, já trocaste a lâmpada?"," - Ainda não, Maria, ela insiste em ficar apagada!","O Manuel estava a tentar consertar a lâmpada. A Maria chega e pergunta: - Ó Manuel, já trocaste a lâmpada? - Ainda não, Maria, ela insiste em ficar apagada!",106,50,156,2.0784313725490198,o manuel estava a tentar consertar a lampada. a maria chega e pergunta - o manuel ja trocaste a lampada?,- ainda nao maria ela insiste em ficar apagada!,20,9,3,2,True,True,0.7142857142857143
386,"O português vai ao médico e reclama: - Doutor, acho que estou com indigestão! - Indigestão, senhor?"," - Sim, engoli uma conta que não desce!","O português vai ao médico e reclama: - Doutor, acho que estou com indigestão! - Indigestão, senhor? - Sim, engoli uma conta que não desce!",99,39,138,2.475,o portugues vai ao medico e reclama - doutor acho que estou com indigestao! - indigestao senhor?,- sim engoli uma conta que nao desce!,17,8,4,2,True,True,0.8888888888888888
387,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei uma câmera fotográfica!"," - E já tiraste fotos, Joaquim? - Tirei, mas todas saíram escuras, que eu esqueci de tirar a tampa!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei uma câmera fotográfica! - E já tiraste fotos, Joaquim? - Tirei, mas todas saíram escuras, que eu esqueci de tirar a tampa!",89,99,188,0.89,o joaquim estava a contar para o manuel - sabes manuel comprei uma camera fotografica!,- e ja tiraste fotos joaquim? - tirei mas todas sairam escuras que eu esqueci de tirar a tampa!,15,19,2,4,False,True,0.8125
388,"O português entra numa loja de esportes e pergunta: - Ó senhor, tem tênis que corre sozinho? - Não, senhor, mas temos um que ajuda a correr!"," - Então não quero, que eu corro atrás de problemas sem precisar de ajuda!","O português entra numa loja de esportes e pergunta: - Ó senhor, tem tênis que corre sozinho? - Não, senhor, mas temos um que ajuda a correr! - Então não quero, que eu corro atrás de problemas sem precisar de ajuda!",140,74,214,1.8666666666666667,o portugues entra numa loja de esportes e pergunta - o senhor tem tenis que corre sozinho? - nao senhor mas temos um que ajuda a correr!,- entao nao quero que eu corro atras de problemas sem precisar de ajuda!,27,14,4,2,True,True,0.8214285714285714
389,"O Manuel estava a tentar aprender a tocar piano. A Maria chega e pergunta: - Ó Manuel, já aprendeste a tocar?"," - Ainda não, Maria, mas já sei fazer barulho em todas as teclas!","O Manuel estava a tentar aprender a tocar piano. A Maria chega e pergunta: - Ó Manuel, já aprendeste a tocar? - Ainda não, Maria, mas já sei fazer barulho em todas as teclas!",109,65,174,1.6515151515151516,o manuel estava a tentar aprender a tocar piano. a maria chega e pergunta - o manuel ja aprendeste a tocar?,- ainda nao maria mas ja sei fazer barulho em todas as teclas!,21,13,3,2,True,True,0.7272727272727273
390,"O português vai ao dentista e pergunta: - Ó doutor, este tratamento dói? - Não, senhor, é indolor. - Indolor?"," Então faz rápido, que a minha carteira já está a doer!","O português vai ao dentista e pergunta: - Ó doutor, este tratamento dói? - Não, senhor, é indolor. - Indolor? Então faz rápido, que a minha carteira já está a doer!",109,55,164,1.9464285714285714,o portugues vai ao dentista e pergunta - o doutor este tratamento doi? - nao senhor e indolor. - indolor?,entao faz rapido que a minha carteira ja esta a doer!,20,11,6,1,True,True,0.7619047619047619
391,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma exposição de arte! - E gostaste, Joaquim?"," - Gostei, mas as pinturas pareciam mais confusas que a minha vida!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma exposição de arte! - E gostaste, Joaquim? - Gostei, mas as pinturas pareciam mais confusas que a minha vida!",115,67,182,1.6911764705882353,o joaquim estava a contar para o manuel - sabes manuel ontem fui a uma exposicao de arte! - e gostaste joaquim?,- gostei mas as pinturas pareciam mais confusas que a minha vida!,22,12,4,2,True,True,0.782608695652174
392,"O português entra numa loja de eletrônicos e pergunta: - Ó senhor, esta máquina faz cópias? - Faz sim, senhor. - E faz originais também? - Não, senhor."," - Então não presta, que eu quero ser original!","O português entra numa loja de eletrônicos e pergunta: - Ó senhor, esta máquina faz cópias? - Faz sim, senhor. - E faz originais também? - Não, senhor. - Então não presta, que eu quero ser original!",151,47,198,3.1458333333333335,o portugues entra numa loja de eletronicos e pergunta - o senhor esta maquina faz copias? - faz sim senhor. - e faz originais tambem? - nao senhor.,- entao nao presta que eu quero ser original!,28,9,8,2,True,True,0.6896551724137931
393,"O Manuel estava a tentar consertar o aspirador. A Maria chega e pergunta: - Ó Manuel, já consertaste o aspirador?"," - Ainda não, Maria, ele aspira, mas agora sopra também!","O Manuel estava a tentar consertar o aspirador. A Maria chega e pergunta: - Ó Manuel, já consertaste o aspirador? - Ainda não, Maria, ele aspira, mas agora sopra também!",113,56,169,1.9824561403508771,o manuel estava a tentar consertar o aspirador. a maria chega e pergunta - o manuel ja consertaste o aspirador?,- ainda nao maria ele aspira mas agora sopra tambem!,20,10,3,2,True,True,0.7142857142857143
394,"O português vai ao médico e reclama: - Doutor, acho que estou com tontura! - Tontura, senhor?"," - Sim, toda vez que giro a cabeça, o mundo gira junto!","O português vai ao médico e reclama: - Doutor, acho que estou com tontura! - Tontura, senhor? - Sim, toda vez que giro a cabeça, o mundo gira junto!",93,55,148,1.6607142857142858,o portugues vai ao medico e reclama - doutor acho que estou com tontura! - tontura senhor?,- sim toda vez que giro a cabeca o mundo gira junto!,17,12,4,2,True,True,0.8888888888888888
395,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um skate! - E já andaste, Joaquim?"," - Andei, mas o skate insiste em ir para onde eu não quero!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um skate! - E já andaste, Joaquim? - Andei, mas o skate insiste em ir para onde eu não quero!",100,59,159,1.6666666666666667,o joaquim estava a contar para o manuel - sabes manuel comprei um skate! - e ja andaste joaquim?,- andei mas o skate insiste em ir para onde eu nao quero!,19,13,4,2,True,True,0.8
396,"O português entra numa padaria e pergunta: - Ó senhor, este bolo é de chocolate? - É sim, senhor. - E tem recheio? - Tem, senhor."," - Então corta um pedaço, que eu não quero comer o bolo todo!","O português entra numa padaria e pergunta: - Ó senhor, este bolo é de chocolate? - É sim, senhor. - E tem recheio? - Tem, senhor. - Então corta um pedaço, que eu não quero comer o bolo todo!",129,61,190,2.0806451612903225,o portugues entra numa padaria e pergunta - o senhor este bolo e de chocolate? - e sim senhor. - e tem recheio? - tem senhor.,- entao corta um pedaco que eu nao quero comer o bolo todo!,26,13,8,2,True,True,0.6296296296296297
397,"O Manuel estava a tentar aprender a costurar. A Maria chega e pergunta: - Ó Manuel, já costuraste alguma coisa?"," - Costurei, Maria, mas agora a minha camisa tem três mangas!","O Manuel estava a tentar aprender a costurar. A Maria chega e pergunta: - Ó Manuel, já costuraste alguma coisa? - Costurei, Maria, mas agora a minha camisa tem três mangas!",111,61,172,1.7903225806451613,o manuel estava a tentar aprender a costurar. a maria chega e pergunta - o manuel ja costuraste alguma coisa?,- costurei maria mas agora a minha camisa tem tres mangas!,20,11,3,2,True,True,0.7619047619047619
398,"O português vai ao oftalmologista e diz: - Doutor, acho que estou a ver mal! - Por quê, senhor?", - Porque vejo o meu salário pequeno demais!,"O português vai ao oftalmologista e diz: - Doutor, acho que estou a ver mal! - Por quê, senhor? - Porque vejo o meu salário pequeno demais!",95,44,139,2.111111111111111,o portugues vai ao oftalmologista e diz - doutor acho que estou a ver mal! - por que senhor?,- porque vejo o meu salario pequeno demais!,19,8,4,2,True,True,0.85
399,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um parque de diversões! - E gostaste, Joaquim?"," - Gostei, mas a montanha-russa disse que eu grito demais!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um parque de diversões! - E gostaste, Joaquim? - Gostei, mas a montanha-russa disse que eu grito demais!",116,58,174,1.9661016949152543,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um parque de diversoes! - e gostaste joaquim?,- gostei mas a montanha-russa disse que eu grito demais!,22,10,4,3,True,True,0.782608695652174
400,"O português entra numa loja de brinquedos e pergunta: - Ó senhor, este brinquedo é à prova d’água? - É sim, senhor."," - Ótimo, porque o meu filho gosta de brincar na chuva!","O português entra numa loja de brinquedos e pergunta: - Ó senhor, este brinquedo é à prova d’água? - É sim, senhor. - Ótimo, porque o meu filho gosta de brincar na chuva!",115,55,170,2.0535714285714284,o portugues entra numa loja de brinquedos e pergunta - o senhor este brinquedo e a prova dagua? - e sim senhor.,- otimo porque o meu filho gosta de brincar na chuva!,22,11,4,2,True,True,0.782608695652174
